Var	-LOG([Fdr (Pdat Gx)])	Model	Value	-LOG([Fdr (Pdat Gx)])	Model	Value	Var
SERPINA4	0.146982816	Bulk (unadjusted)	0.353659158	0.034803124	Cell contribution (adjusted)	0.079724912	SERPINA4
SERPINA3	0.297558925	Bulk (unadjusted)	0.40749937	0.04100693	Cell contribution (adjusted)	0.132595146	SERPINA3
SERPINA2	0.534132702	Bulk (unadjusted)	-0.492057271	0.168101051	Cell contribution (adjusted)	-0.214439402	SERPINA2
SERPINA1	4.506974481	Bulk (unadjusted)	1.283372204	2.794964819	Cell contribution (adjusted)	0.977088844	SERPINA1
SERP2	0.188282133	Bulk (unadjusted)	-0.383306098	0.012730725	Cell contribution (adjusted)	0.037404404	SERP2
SERP1	1.285318897	Bulk (unadjusted)	1.160667897	3.122556509	Cell contribution (adjusted)	1.346139982	SERP1
SERINC5	0.453790079	Bulk (unadjusted)	0.679915213	0.559911329	Cell contribution (adjusted)	1.091328308	SERINC5
SERINC4	2.420299567	Bulk (unadjusted)	-1.142199241	2.270865624	Cell contribution (adjusted)	-1.098033179	SERINC4
SERINC3	0.13135692	Bulk (unadjusted)	-0.208559644	1.346101967	Cell contribution (adjusted)	0.647147629	SERINC3
SERINC2	0.328133144	Bulk (unadjusted)	0.325621327	0.215101507	Cell contribution (adjusted)	0.205767866	SERINC2
SERINC1	0.121319462	Bulk (unadjusted)	-0.318946504	2.129842763	Cell contribution (adjusted)	0.88811892	SERINC1
SERHL2	0.22050711	Bulk (unadjusted)	-0.553812363	0.962514941	Cell contribution (adjusted)	-1.160338197	SERHL2
SERGEF	0.05772134	Bulk (unadjusted)	-0.116086359	0.302833786	Cell contribution (adjusted)	-0.653595778	SERGEF
SERF2	0.000163507	Bulk (unadjusted)	0.000963851	0.152461406	Cell contribution (adjusted)	0.314682986	SERF2
SERF1A	0.021601341	Bulk (unadjusted)	-0.050018506	0.259169075	Cell contribution (adjusted)	0.292845558	SERF1A
SERBP1	0.130775868	Bulk (unadjusted)	-0.416522308	0.269292169	Cell contribution (adjusted)	0.240870329	SERBP1
SERAC1	1.580384273	Bulk (unadjusted)	0.713083317	1.676246275	Cell contribution (adjusted)	1.185803982	SERAC1
SEPSECS	0.813349174	Bulk (unadjusted)	0.496466248	0.73852744	Cell contribution (adjusted)	0.670283739	SEPSECS
SEPHS2	0.584573996	Bulk (unadjusted)	0.84920687	0.934748068	Cell contribution (adjusted)	0.650312147	SEPHS2
SEPHS1	0.140765572	Bulk (unadjusted)	-0.258487827	0.182804981	Cell contribution (adjusted)	-0.338736802	SEPHS1
SENP8	0.021368328	Bulk (unadjusted)	-0.056249239	0.018298092	Cell contribution (adjusted)	-0.026042928	SENP8
SENP7	0.174301196	Bulk (unadjusted)	0.197856078	0.3581002	Cell contribution (adjusted)	0.504719606	SENP7
SENP6	0.047972767	Bulk (unadjusted)	-0.171574866	1.334885379	Cell contribution (adjusted)	0.642512268	SENP6
SENP5	2.670098041	Bulk (unadjusted)	0.94832936	0.333866767	Cell contribution (adjusted)	0.635927442	SENP5
SENP3	0.047900359	Bulk (unadjusted)	0.09811051	0.40346809	Cell contribution (adjusted)	-0.671132483	SENP3
SENP2	0.315629309	Bulk (unadjusted)	0.288257466	0.44178534	Cell contribution (adjusted)	0.371903729	SENP2
SENP1	0.008656243	Bulk (unadjusted)	0.065581328	0.001682321	Cell contribution (adjusted)	-0.008022579	SENP1
SEMG2	0.235839341	Bulk (unadjusted)	-0.400670081	0.08403948	Cell contribution (adjusted)	-0.165476784	SEMG2
SEMG1	0.155147162	Bulk (unadjusted)	0.305186572	0.031494348	Cell contribution (adjusted)	-0.142235419	SEMG1
SEMA7A	0.000713094	Bulk (unadjusted)	0.003429347	0.400937739	Cell contribution (adjusted)	-1.012458365	SEMA7A
SEMA6D	0.533439501	Bulk (unadjusted)	-0.612587672	0.032848266	Cell contribution (adjusted)	0.12510826	SEMA6D
SEMA6C	0.261560574	Bulk (unadjusted)	-0.6755638	1.692415832	Cell contribution (adjusted)	-1.428222284	SEMA6C
SEMA6B	0.084624671	Bulk (unadjusted)	0.291275511	0.175099117	Cell contribution (adjusted)	-0.404763963	SEMA6B
SEMA6A	0.264231937	Bulk (unadjusted)	-0.376106564	0.202037404	Cell contribution (adjusted)	-0.34837719	SEMA6A
SEMA5B	0.200662365	Bulk (unadjusted)	0.567825793	0.261898115	Cell contribution (adjusted)	0.574442545	SEMA5B
SEMA5A	1.109384677	Bulk (unadjusted)	-0.59007434	0.018298092	Cell contribution (adjusted)	0.04947761	SEMA5A
SEMA4G	0.556137271	Bulk (unadjusted)	-0.641256107	1.375430275	Cell contribution (adjusted)	-1.054910477	SEMA4G
SEMA4F	0.292464978	Bulk (unadjusted)	-0.638866676	0.027997986	Cell contribution (adjusted)	-0.103025271	SEMA4F
SEMA4D	0.816077517	Bulk (unadjusted)	1.519950073	0.134201552	Cell contribution (adjusted)	0.293613158	SEMA4D
SEMA4C	0.396213668	Bulk (unadjusted)	-0.801745684	0.416885363	Cell contribution (adjusted)	-0.656452814	SEMA4C
SEMA4B	0.111943491	Bulk (unadjusted)	0.527306949	0.053241133	Cell contribution (adjusted)	0.198658541	SEMA4B
SEMA4A	2.133151521	Bulk (unadjusted)	0.843431531	0.012730725	Cell contribution (adjusted)	0.01957568	SEMA4A
SEMA3G	5.656299039	Bulk (unadjusted)	-1.497956034	2.70939713	Cell contribution (adjusted)	-0.956865158	SEMA3G
SEMA3F	0.084041027	Bulk (unadjusted)	-0.117789767	0.624264685	Cell contribution (adjusted)	-0.415034416	SEMA3F
SEMA3E	0.766106034	Bulk (unadjusted)	-1.38309647	0.220404407	Cell contribution (adjusted)	-0.279925738	SEMA3E
SEMA3D	0.094666247	Bulk (unadjusted)	-0.30430487	0.184998436	Cell contribution (adjusted)	-0.537474197	SEMA3D
SEMA3C	0.212544022	Bulk (unadjusted)	0.225085419	1.723466159	Cell contribution (adjusted)	0.846240762	SEMA3C
SEMA3B	1.613441814	Bulk (unadjusted)	-1.773916232	1.512859432	Cell contribution (adjusted)	-1.48209386	SEMA3B
SEMA3A	0.024264863	Bulk (unadjusted)	-0.04326584	0.547900676	Cell contribution (adjusted)	0.380366567	SEMA3A
SELPLG	1.089866072	Bulk (unadjusted)	1.05677111	0.728124168	Cell contribution (adjusted)	0.454539434	SELPLG
SELP	0.004823853	Bulk (unadjusted)	-0.01508128	0.308823655	Cell contribution (adjusted)	0.322168441	SELP
SELL	2.032642416	Bulk (unadjusted)	1.616670203	2.576012786	Cell contribution (adjusted)	1.349284653	SELL
SELENBP1	1.773883968	Bulk (unadjusted)	-1.434057654	0.575844882	Cell contribution (adjusted)	-0.736818629	SELENBP1
SELE	2.790786729	Bulk (unadjusted)	0.96871116	1.948114725	Cell contribution (adjusted)	0.79409711	SELE
SEL1L3	1.500446816	Bulk (unadjusted)	1.972611159	1.500448347	Cell contribution (adjusted)	1.418413436	SEL1L3
SEL1L2	0.221361914	Bulk (unadjusted)	-0.231101855	0.18394525	Cell contribution (adjusted)	-0.18272517	SEL1L2
SEL1L	2.264045745	Bulk (unadjusted)	0.866473747	0.433671323	Cell contribution (adjusted)	0.711387468	SEL1L
SEH1L	0.174592023	Bulk (unadjusted)	0.198553687	1.071154517	Cell contribution (adjusted)	0.570447288	SEH1L
SECTM1	5.078419571	Bulk (unadjusted)	1.39525681	2.938309782	Cell contribution (adjusted)	1.00536262	SECTM1
SECISBP2L	0.633808191	Bulk (unadjusted)	-1.008432937	0.373304042	Cell contribution (adjusted)	-0.666744433	SECISBP2L
SECISBP2	0.054155265	Bulk (unadjusted)	0.120702934	0.046033332	Cell contribution (adjusted)	0.061513883	SECISBP2
SEC63	0.033199987	Bulk (unadjusted)	0.148530347	1.287521275	Cell contribution (adjusted)	0.97892129	SEC63
SEC62	0.231946431	Bulk (unadjusted)	-0.840511677	0.162873078	Cell contribution (adjusted)	0.16801737	SEC62
SEC61G	1.777994799	Bulk (unadjusted)	1.188999471	3.914595212	Cell contribution (adjusted)	1.2061608	SEC61G
SEC61B	1.255224865	Bulk (unadjusted)	1.31333237	1.682043289	Cell contribution (adjusted)	1.182063746	SEC61B
SEC61A2	0.32851152	Bulk (unadjusted)	0.388283066	8.54E-05	Cell contribution (adjusted)	-0.000345383	SEC61A2
SEC61A1	3.313920994	Bulk (unadjusted)	1.083813182	0.825148595	Cell contribution (adjusted)	0.488366229	SEC61A1
SEC31B	0.110280997	Bulk (unadjusted)	-0.447783759	0.6082203	Cell contribution (adjusted)	-0.91728625	SEC31B
SEC31A	2.302011607	Bulk (unadjusted)	0.873911248	1.323079776	Cell contribution (adjusted)	0.942548877	SEC31A
SEC24D	2.536090432	Bulk (unadjusted)	0.97186446	3.20875466	Cell contribution (adjusted)	1.068164009	SEC24D
SEC24C	0.045284796	Bulk (unadjusted)	0.174411269	0.290413523	Cell contribution (adjusted)	-0.757777039	SEC24C
SEC24B	0.107037516	Bulk (unadjusted)	-0.398798835	0.232731413	Cell contribution (adjusted)	0.329834554	SEC24B
SEC24A	4.538108324	Bulk (unadjusted)	1.296405627	2.114906124	Cell contribution (adjusted)	0.839497098	SEC24A
SEC23IP	1.558953154	Bulk (unadjusted)	0.881408646	0.994778477	Cell contribution (adjusted)	0.899138511	SEC23IP
SEC23B	0.752699235	Bulk (unadjusted)	0.477926149	0.275649071	Cell contribution (adjusted)	0.717364314	SEC23B
SEC23A	0.467170441	Bulk (unadjusted)	0.565787043	3.35068804	Cell contribution (adjusted)	1.089580664	SEC23A
SEC22C	1.53931441	Bulk (unadjusted)	0.704492642	3.748920172	Cell contribution (adjusted)	1.182568302	SEC22C
SEC22B	2.508098504	Bulk (unadjusted)	1.165754108	2.724035852	Cell contribution (adjusted)	1.224149387	SEC22B
SEC22A	0.067309717	Bulk (unadjusted)	0.291211022	1.873540615	Cell contribution (adjusted)	0.93513506	SEC22A
SEC16B	0.042638567	Bulk (unadjusted)	-0.116791568	0.08643493	Cell contribution (adjusted)	0.303385004	SEC16B
SEC16A	0.073947484	Bulk (unadjusted)	-0.247888145	0.169454372	Cell contribution (adjusted)	-0.520204483	SEC16A
SEC14L6	0.581092113	Bulk (unadjusted)	0.516727528	1.481619106	Cell contribution (adjusted)	0.859713991	SEC14L6
SEC14L5	1.343468302	Bulk (unadjusted)	-1.038958283	2.471964971	Cell contribution (adjusted)	-0.909855633	SEC14L5
SEC14L4	0.057004528	Bulk (unadjusted)	-0.08841074	0.308557047	Cell contribution (adjusted)	-0.263526602	SEC14L4
SEC14L3	0.56095595	Bulk (unadjusted)	-0.452267926	0.696315077	Cell contribution (adjusted)	-0.511953563	SEC14L3
SEC14L2	0.018099692	Bulk (unadjusted)	-0.094680606	0.685510274	Cell contribution (adjusted)	-0.698993588	SEC14L2
SEC14L1	0.403236735	Bulk (unadjusted)	0.33513313	0.268415769	Cell contribution (adjusted)	-0.381380186	SEC14L1
SEC13	2.041512748	Bulk (unadjusted)	0.819411236	0.677756899	Cell contribution (adjusted)	0.431965743	SEC13
SEC11C	4.790745114	Bulk (unadjusted)	1.330899848	4.041333841	Cell contribution (adjusted)	1.240872216	SEC11C
SEC11A	0.081274439	Bulk (unadjusted)	0.299852245	1.608261687	Cell contribution (adjusted)	1.079042186	SEC11A
SEBOX	1.030352006	Bulk (unadjusted)	-0.919102224	1.343603391	Cell contribution (adjusted)	-0.874011494	SEBOX
SDSL	0.604906782	Bulk (unadjusted)	0.536925598	0.107687468	Cell contribution (adjusted)	0.148266485	SDSL
SDS	0.780327883	Bulk (unadjusted)	0.486804086	0.17411051	Cell contribution (adjusted)	0.17577218	SDS
SDR42E1	0.019250506	Bulk (unadjusted)	0.092098991	0.110624089	Cell contribution (adjusted)	-0.359517994	SDR42E1
SDR39U1	0.794032033	Bulk (unadjusted)	-1.04268659	1.265813752	Cell contribution (adjusted)	-1.200658008	SDR39U1
SDR16C5	0.157107701	Bulk (unadjusted)	0.387745936	0.061114911	Cell contribution (adjusted)	0.105499414	SDR16C5
SDR9C7	0.074660168	Bulk (unadjusted)	-0.193408855	0.24560984	Cell contribution (adjusted)	-0.225148329	SDR9C7
SDK2	0.032739996	Bulk (unadjusted)	-0.05660087	0.135748722	Cell contribution (adjusted)	-0.146909668	SDK2
SDK1	0.042027725	Bulk (unadjusted)	-0.136314997	0.163887604	Cell contribution (adjusted)	0.550089948	SDK1
SDHD	0.019751682	Bulk (unadjusted)	0.079976033	1.097160597	Cell contribution (adjusted)	0.576563861	SDHD
SDHC	0.003063845	Bulk (unadjusted)	-0.012779679	0.137878953	Cell contribution (adjusted)	0.296714885	SDHC
SDHB	0.042663414	Bulk (unadjusted)	0.178327792	1.097818057	Cell contribution (adjusted)	0.573901847	SDHB
SDHAF4	0.091921645	Bulk (unadjusted)	-0.217250369	0.641329813	Cell contribution (adjusted)	0.662630221	SDHAF4
SDHAF3	0.088835172	Bulk (unadjusted)	0.327765191	2.366566749	Cell contribution (adjusted)	1.063492752	SDHAF3
SDHAF2	0.097458632	Bulk (unadjusted)	0.25018823	0.165729236	Cell contribution (adjusted)	0.224558801	SDHAF2
SDHAF1	0.032300088	Bulk (unadjusted)	-0.095871457	0.131168503	Cell contribution (adjusted)	-0.339217009	SDHAF1
SDHA	0.455439079	Bulk (unadjusted)	-0.447969872	0.581920329	Cell contribution (adjusted)	-0.493802897	SDHA
SDF4	0.357477234	Bulk (unadjusted)	1.032851416	0.416117299	Cell contribution (adjusted)	1.353660915	SDF4
SDF2L1	3.879859351	Bulk (unadjusted)	1.188637053	1.017453332	Cell contribution (adjusted)	0.552316861	SDF2L1
SDF2	0.683289549	Bulk (unadjusted)	0.717729801	1.865855556	Cell contribution (adjusted)	0.775626625	SDF2
SDE2	0.024938094	Bulk (unadjusted)	0.044909924	0.308557047	Cell contribution (adjusted)	0.264562639	SDE2
SDCCAG8	0.508514734	Bulk (unadjusted)	0.381945462	0.784730746	Cell contribution (adjusted)	0.474265258	SDCCAG8
SDCBP2	1.15596842	Bulk (unadjusted)	-0.758707766	0.415386981	Cell contribution (adjusted)	-0.399786567	SDCBP2
SDCBP	0.750615662	Bulk (unadjusted)	1.118710373	0.984692388	Cell contribution (adjusted)	1.800133449	SDCBP
SDC4	0.622664444	Bulk (unadjusted)	-0.591533311	0.248380633	Cell contribution (adjusted)	-0.477381845	SDC4
SDC3	0.316798666	Bulk (unadjusted)	0.767860569	0.015004022	Cell contribution (adjusted)	0.038519442	SDC3
SDC2	1.558953154	Bulk (unadjusted)	-0.707328062	0.271599307	Cell contribution (adjusted)	0.620269614	SDC2
SDC1	2.022267894	Bulk (unadjusted)	1.52665119	4.064514954	Cell contribution (adjusted)	1.234449272	SDC1
SDAD1	0.097571738	Bulk (unadjusted)	0.364526668	0.041484702	Cell contribution (adjusted)	0.156368207	SDAD1
SCYL3	0.434736714	Bulk (unadjusted)	0.354712247	0.354192899	Cell contribution (adjusted)	0.288196011	SCYL3
SCYL2	1.91919335	Bulk (unadjusted)	1.15388126	1.097306488	Cell contribution (adjusted)	1.525027234	SCYL2
SCYL1	0.010288037	Bulk (unadjusted)	-0.051135471	0.155933826	Cell contribution (adjusted)	-0.454580426	SCYL1
SCX	0.172468504	Bulk (unadjusted)	0.246181213	0.408177971	Cell contribution (adjusted)	0.395296943	SCX
SCUBE3	0.60505736	Bulk (unadjusted)	-0.806502344	2.680229728	Cell contribution (adjusted)	-0.954186639	SCUBE3
SCUBE2	0.898159447	Bulk (unadjusted)	-0.527533733	0.28632223	Cell contribution (adjusted)	-0.251736812	SCUBE2
SCUBE1	0.930279316	Bulk (unadjusted)	-0.72090893	1.405653529	Cell contribution (adjusted)	-1.005614374	SCUBE1
SCTR	0.041680829	Bulk (unadjusted)	-0.171453857	0.818299809	Cell contribution (adjusted)	-0.607857077	SCTR
SCT	0.171679975	Bulk (unadjusted)	-0.551039845	2.213596649	Cell contribution (adjusted)	-1.182065705	SCT
SCRT2	0.290703102	Bulk (unadjusted)	0.344102449	0.173639628	Cell contribution (adjusted)	0.219812691	SCRT2
SCRT1	0.147067022	Bulk (unadjusted)	0.294151865	0.190751138	Cell contribution (adjusted)	-0.331523385	SCRT1
SCRN3	0.010228006	Bulk (unadjusted)	0.021196916	0.529712397	Cell contribution (adjusted)	0.648235674	SCRN3
SCRN2	1.837970326	Bulk (unadjusted)	-1.481172181	5.171918092	Cell contribution (adjusted)	-1.515129664	SCRN2
SCRN1	0.010228006	Bulk (unadjusted)	-0.054730917	0.021502928	Cell contribution (adjusted)	0.058346187	SCRN1
SCRIB	0.009153269	Bulk (unadjusted)	0.084033203	0.018219088	Cell contribution (adjusted)	-0.095248875	SCRIB
SCRG1	0.22898906	Bulk (unadjusted)	0.236793225	0.690359698	Cell contribution (adjusted)	0.520197433	SCRG1
SCPEP1	2.389037448	Bulk (unadjusted)	0.89706064	0.610256469	Cell contribution (adjusted)	1.040271608	SCPEP1
SCP2D1	0.032895409	Bulk (unadjusted)	0.13193218	0.239366255	Cell contribution (adjusted)	-0.36716859	SCP2D1
SCP2	0.149476667	Bulk (unadjusted)	0.396755939	0.99566574	Cell contribution (adjusted)	1.383828748	SCP2
SCOC	0.009347941	Bulk (unadjusted)	0.045504412	1.142466829	Cell contribution (adjusted)	1.072800916	SCOC
SCO2	1.011871121	Bulk (unadjusted)	1.701220209	0.84027973	Cell contribution (adjusted)	0.945981742	SCO2
SCO1	0.107077875	Bulk (unadjusted)	0.314363587	1.116596478	Cell contribution (adjusted)	0.661398518	SCO1
SCNN1G	0.050935343	Bulk (unadjusted)	0.080342291	0.103420053	Cell contribution (adjusted)	-0.117662006	SCNN1G
SCNN1D	0.682994778	Bulk (unadjusted)	-1.00904015	4.387393209	Cell contribution (adjusted)	-1.299824993	SCNN1D
SCNN1B	0.050935343	Bulk (unadjusted)	-0.080347814	0.638297655	Cell contribution (adjusted)	-0.957719888	SCNN1B
SCNN1A	0.544408106	Bulk (unadjusted)	-0.395816441	0.536135221	Cell contribution (adjusted)	-1.091652875	SCNN1A
SCN11A	0.08199615	Bulk (unadjusted)	-0.115576217	0.157146979	Cell contribution (adjusted)	0.163710446	SCN11A
SCN10A	0.010228006	Bulk (unadjusted)	-0.034839054	0.687298531	Cell contribution (adjusted)	-0.751242952	SCN10A
SCN9A	0.308171248	Bulk (unadjusted)	0.283859468	1.202924704	Cell contribution (adjusted)	0.605747924	SCN9A
SCN8A	0.231392589	Bulk (unadjusted)	-0.237866791	0.511600554	Cell contribution (adjusted)	-0.416805362	SCN8A
SCN7A	3.017442751	Bulk (unadjusted)	-1.014575457	2.225897309	Cell contribution (adjusted)	-0.863869817	SCN7A
SCN5A	0.009003169	Bulk (unadjusted)	-0.035606425	0.210101745	Cell contribution (adjusted)	-0.687558677	SCN5A
SCN4B	4.784818032	Bulk (unadjusted)	-1.329323692	2.67327779	Cell contribution (adjusted)	-0.949159311	SCN4B
SCN4A	6.233410371	Bulk (unadjusted)	-1.58678744	4.948470513	Cell contribution (adjusted)	-1.411435974	SCN4A
SCN3B	1.348707715	Bulk (unadjusted)	-0.654419739	0.770010789	Cell contribution (adjusted)	-0.468985858	SCN3B
SCN3A	0.498445884	Bulk (unadjusted)	-0.80934635	0.801839827	Cell contribution (adjusted)	-0.614021883	SCN3A
SCN2B	0.325999474	Bulk (unadjusted)	-0.36216997	0.988191865	Cell contribution (adjusted)	-0.54095675	SCN2B
SCN2A	0.19644306	Bulk (unadjusted)	-0.31257446	0.088267811	Cell contribution (adjusted)	-0.111716345	SCN2A
SCN1B	1.379231321	Bulk (unadjusted)	-0.840407127	2.633509346	Cell contribution (adjusted)	-0.951698746	SCN1B
SCN1A	0.147428266	Bulk (unadjusted)	-0.320030874	0.379403659	Cell contribution (adjusted)	-0.589245855	SCN1A
SCML4	3.147610774	Bulk (unadjusted)	1.118290264	0.256048268	Cell contribution (adjusted)	0.362721015	SCML4
SCML2	0.34490655	Bulk (unadjusted)	-0.452373678	0.230672961	Cell contribution (adjusted)	0.214919276	SCML2
SCML1	0.333566138	Bulk (unadjusted)	-0.297644691	0.110628726	Cell contribution (adjusted)	0.12388914	SCML1
SCMH1	0.132744188	Bulk (unadjusted)	-0.53829089	0.150692148	Cell contribution (adjusted)	-0.490462394	SCMH1
SCLY	0.124180348	Bulk (unadjusted)	0.195624204	0.176357377	Cell contribution (adjusted)	-0.22234833	SCLY
SCLT1	0.842756268	Bulk (unadjusted)	1.090029417	2.628885705	Cell contribution (adjusted)	1.311784058	SCLT1
SCIN	0.852452349	Bulk (unadjusted)	-0.956479043	0.920421237	Cell contribution (adjusted)	-0.676910966	SCIN
SCIMP	0.049896936	Bulk (unadjusted)	0.141423591	0.0538307	Cell contribution (adjusted)	-0.069292085	SCIMP
SCHIP1	0.00234739	Bulk (unadjusted)	-0.005514803	0.084895843	Cell contribution (adjusted)	0.125741533	SCHIP1
SCGN	0.090163949	Bulk (unadjusted)	-0.356227024	1.672667613	Cell contribution (adjusted)	-1.287134089	SCGN
SCGB3A2	0.859630204	Bulk (unadjusted)	-0.964568818	1.159405433	Cell contribution (adjusted)	-0.956184492	SCGB3A2
SCGB3A1	0.036452934	Bulk (unadjusted)	0.263323213	0.244552594	Cell contribution (adjusted)	-0.564686173	SCGB3A1
SCGB2B2	0.06594698	Bulk (unadjusted)	-0.292584252	0.119348172	Cell contribution (adjusted)	-0.276260085	SCGB2B2
SCGB2A2	0.233368397	Bulk (unadjusted)	0.738039185	0.242353248	Cell contribution (adjusted)	0.375774292	SCGB2A2
SCGB2A1	0.096965422	Bulk (unadjusted)	0.215778642	0.013560958	Cell contribution (adjusted)	0.030874644	SCGB2A1
SCGB1D2	0.012865561	Bulk (unadjusted)	0.043656833	0.79703359	Cell contribution (adjusted)	-0.818253302	SCGB1D2
SCGB1D1	0.200996645	Bulk (unadjusted)	-0.398568183	0.896521631	Cell contribution (adjusted)	-0.884339516	SCGB1D1
SCGB1A1	0.057984471	Bulk (unadjusted)	-0.233692966	0.21622631	Cell contribution (adjusted)	-0.381448478	SCGB1A1
SCG5	4.192609939	Bulk (unadjusted)	1.243378209	2.519197176	Cell contribution (adjusted)	0.917558695	SCG5
SCG3	0.085146785	Bulk (unadjusted)	-0.118907436	1.156498869	Cell contribution (adjusted)	-0.593990273	SCG3
SCG2	1.467755614	Bulk (unadjusted)	0.74947888	1.808001777	Cell contribution (adjusted)	0.760944698	SCG2
SCFD2	1.788522656	Bulk (unadjusted)	0.765360602	0.453457932	Cell contribution (adjusted)	0.455474909	SCFD2
SCFD1	0.202914772	Bulk (unadjusted)	0.593770644	3.67947318	Cell contribution (adjusted)	1.160502434	SCFD1
SCEL	0.00234739	Bulk (unadjusted)	-0.004409333	0.090165441	Cell contribution (adjusted)	-0.106489703	SCEL
SCD5	0.041084647	Bulk (unadjusted)	0.100565425	0.028901909	Cell contribution (adjusted)	-0.040607219	SCD5
SCD	3.950868635	Bulk (unadjusted)	-1.184460536	2.012374353	Cell contribution (adjusted)	-0.80907327	SCD
SCCPDH	0.022371893	Bulk (unadjusted)	-0.040988004	0.889219729	Cell contribution (adjusted)	0.507988741	SCCPDH
SCARF2	0.356359474	Bulk (unadjusted)	-0.311366144	0.634720124	Cell contribution (adjusted)	-0.416378178	SCARF2
SCARF1	0.022104628	Bulk (unadjusted)	-0.087099112	0.208147164	Cell contribution (adjusted)	-0.376611412	SCARF1
SCARB2	0.463573621	Bulk (unadjusted)	0.361578767	0.938425762	Cell contribution (adjusted)	0.786366706	SCARB2
SCARB1	0.103893409	Bulk (unadjusted)	-0.231669403	0.069306902	Cell contribution (adjusted)	-0.153937632	SCARB1
SCARA5	4.206526738	Bulk (unadjusted)	-1.233971881	0.987474789	Cell contribution (adjusted)	-0.634681109	SCARA5
SCARA3	0.651257016	Bulk (unadjusted)	-0.880555923	0.090635099	Cell contribution (adjusted)	-0.244296985	SCARA3
